Screened 2nd time,ActiveScreener.Id,Title,Authors,Q1,Q2,Q3,Year,Study Type,Application,Effect Type,Common Name,Scientific Name,Age Group,Location,Priority,Notes
Joe,13976439,Main stem movement of Atlantic salmon parr in response to high river temperature,"Dugdale, Stephen J., Franssen, Jan, Corey, Emily  et al.",Temperature,"Yes, include the reference",Atlantic salmon (Salmo salar),2015,Observational,Wild,Behavioural,Atlantic salmon,Salmo salar,Adult,Other,low,
Joe,13976434,Low temperature regulation of antifreeze glycopeptide levels in atlantic cod (Gadus morhua),"Fletcher, Garth L., King, Madonna J., Kao, Ming H. ",Temperature,"Yes, include the reference",Atlantic cod (Gadus morhua),1987,Experimental,Laboratory,Metabolic,Atlantic cod,Gadus morhua,Adult,Other,low,photoperiod
Joe,13976431,"Long-term effects of maternal cortisol exposure and mild hyperthermia during embryogeny on survival, growth and morphological anomalies in farmed Atlantic salmon Salmo salar offspring","Espmark, Aa, Braastad, B. O., Salte, R.  et al.",Temperature,"Yes, include the reference",Atlantic salmon (Salmo salar),2007,Experimental,Laboratory,Survival,Atlantic salmon,Salmo salar,Larval,Other,medium,
Joe,13976427,Liver proteome response of pre-harvest Atlantic salmon following exposure to elevated temperature,"Nuez-Ortín, Waldo G., Carter, Chris G., Nichols, Peter D.  et al.",Temperature,"Yes, include the reference",Atlantic salmon (Salmo salar),2018,Experimental,Laboratory,Metabolic,Atlantic salmon,Salmo salar,Adult,Other,low,australia
,13976424,Linking individual physiological indicators to the productivity of fish populations: A case study of Atlantic herring,"Moyano, M., Illing, B., Polte, P.  et al.",Temperature,"Yes, include the reference",Atlantic herring (Clupea harengus),,,,,,,,,,
Joe,13976418,Large?Scale Flow Management Action Drives Estuarine Ecological Response,"Beakes, Michael P., Graham, Cory, Conrad, J. Louise  et al.",Salinity,"Yes, include the reference",Striped bass (Morone saxatilis),2021,Observational,Wild,Habitat,Striped Bass,Morone saxatilis,Adult,Other,low,california
Joe,13976414,"La catepsina D1 de la langosta americana, Homarus americanus: estudio de activación termodinámica, estabilidad y especificidad","Verdugo, Betsaida Bibo ",Temperature,"Yes, include the reference",American lobster (Homarus americanus),2014,Experimental,Laboratory,Metabolic,American lobster,Homarus americanus,Adult,Other,low,
Joe,13976413,Knowledge of fish physiology used to set water temperature thresholds for in-season closures of Atlantic salmon (Salmo salar) recreational fisheries,"Breau, C. ",Temperature,"Yes, include the reference",Atlantic salmon (Salmo salar),2013,Review,Wild,Survival,Atlantic salmon,Salmo salar,Adult,Canada,medium,
Joe,13976412,Kinetics of lactate dehydrogenase reaction in some fish species of the family Gadidae,"Karpov, A. K., Andreeva, A. P. ",Temperature,"Yes, include the reference",Atlantic cod (Gadus morhua),1992,Experimental,Laboratory,Metabolic,Atlantic cod,Gadus morhua,Adult,Other,medium,
Joe,13976405,"The interrelationship of cortisol, Gill (Na + K) ATPase, and homeostasis during the Parr-Smolt transformation of atlantic salmon (Salmo salar L.)","Langhorne, Peter, Simpson, Thomas H. ",Salinity,"Yes, include the reference",Atlantic salmon (Salmo salar),1986,Experimental,Laboratory,Stress,Atlantic salmon,Salmo salar,Juvenile,Other,medium,
Joe,13976404,The interrelation between temperature regimes and fish size in juvenile Atlantic cod (Gadus morhua): effects on growth and feed conversion efficiency,"Imsland, A. K., Foss, A., Folkvord, A.  et al.",Temperature,"Yes, include the reference",Atlantic cod (Gadus morhua),2005,Experimental,Laboratory,Growth,Atlantic cod,Gadus morhua,Juvenile,Other,high,
Joe,13976397,Influences of thermal environment on fish growth,"Boltaña, Sebastián, Sanhueza, Nataly, Aguilar, Andrea  et al.",Temperature,"Yes, include the reference",Atlantic salmon (Salmo salar),2017,Experimental,Laboratory,Metabolic,Atlantic salmon,Salmo salar,Adult,Other,medium,
Joe,13976392,The influence of temperature on total amylase activity of the intestinal mucosa of some fishes of the Pechora River Basin,"Ponomarev, V. I. ",Temperature,"Yes, include the reference",Atlantic salmon (Salmo salar),1991,Experimental,Laboratory,Metabolic,Atlantic salmon,Salmo salar,Adult,Europe,low,
Joe,13976390,Influence of temperature on the behaviour and physiology of Atlantic salmon (Salmo Salar) on a commercial farm,"Korus, Jennie, Filgueira, Ramón, Grant, Jon ",Temperature,"Yes, include the reference",Atlantic salmon (Salmo salar),2024,Observational,Aquaculture,Stress,Atlantic salmon,Salmo salar,Adult,Other,low,
Joe,13976389,"Influence of temperature on morphology and physiology of salmonid embryos, larvae and alevins","Ryzhkov, L. P. ",Temperature,"Yes, include the reference",Atlantic salmon (Salmo salar),1979,Experimental,Laboratory,Growth,Atlantic salmon,Salmo salar,Adult,Other,high,
Joe,13976388,"Influence of temperature on evasive responses of Atlantic herring larvae attacked by yearling herring, Clupea harengus L","Fuiman, L. A. ",Temperature,"Yes, include the reference",Atlantic herring (Clupea harengus),1991,Experimental,Laboratory,Behavioural,Atlantic herring,Clupea harengus,Larval,Other,low,cannibalism
Joe,13976382,"Influence of salinity on eggs, sperm and larvae of low-vertebral herring reproducing in the coastal waters of the Soviet Union","Dushkina, L. A. ",Salinity,"Yes, include the reference",Atlantic herring (Clupea harengus),1973,Experimental,Laboratory,Survival,Atlantic herring,Clupea harengus,Egg,Europe,medium,
Joe,13976380,Influence of Photoperiod on Growth of Juvenile Atlantic Salmon and Development of Salinity Tolerance during Winter-Spring,"Saunders, Richard L., Harmon, Paul R. ",Salinity,"Yes, include the reference",Atlantic salmon (Salmo salar),1990,Experimental,Laboratory,Growth,Atlantic salmon,Salmo salar,Adult,Other,low,photoperiod mostly
Joe,13976377,Influence of incubation temperature on body movements of Atlantic cod (Gadus morhua L.) embryos and on size at hatch,"Peterson, Richard H., Martin-Robichaud, Deborah J., Harmon, Paul ",Temperature,"Yes, include the reference",Atlantic cod (Gadus morhua),2004,Experimental,Laboratory,Behavioural,Atlantic cod,Gadus morhua,Larval,Other,low,
Joe,13976375,Influence of early thermic and photoperiodic control on growth and smoltification in Atlantic salmon (Salmo salar ),"Gaignon, J. L., Quemener, L. ",Temperature,"Yes, include the reference",Atlantic salmon (Salmo salar),1992,Experimental,Laboratory,Growth,Atlantic salmon,Salmo salar,Juvenile,Other,high,
Joe,13976369,"Individual variability in activity patterns of juvenile Atlantic salmon (Salmo salar) in Catamaran Brook, New Brunswick","Breau, Cindy, Weir, Laura K., Grant, James W. A. ",Temperature,"Yes, include the reference",Atlantic salmon (Salmo salar),2007,Observational,Wild,Behavioural,Atlantic salmon,Salmo salar,Juvenile,Other,low,
Joe,13976368,Indicators of Osmotic and Ion Regulation in the Fish of the White Sea,"Martemyanov, V. I. ",Salinity,"Yes, include the reference",Atlantic cod (Gadus morhua),2020,Experimental,Laboratory,Stress,Atlantic cod,Gadus morhua,Adult,Other,low,
Joe,13976366,"Increased ventricular stiffness and decreased cardiac function in Atlantic cod ( 
<i>Gadus morhua</i>) at high temperatures","Syme, D. A., Gamperl, A. K., Nash, G. W.  et al.",Temperature,"Yes, include the reference",Atlantic cod (Gadus morhua),2013,Experimental,Laboratory,Stress,Atlantic cod,Gadus morhua,Adult,Other,low,
Joe,13976364,"Increased acute thermal tolerance and little change to hematology following acclimation to warm water in juvenile Striped Bass, 
<i>Morone saxatilis</i>","Penny, F. M., Pavey, S. A. ",Temperature,"Yes, include the reference",Striped bass (Morone saxatilis),2021,Experimental,Laboratory,Survival,Striped Bass,Morone saxatilis,Juvenile,Other,high,
Joe,13976359,In vitro Assessment of Hg Toxicity in Hepatocytes from Heat-Stressed Atlantic Salmon,"Olsvik, P. A., Waagbo, R., Hevroy, E. M.  et al.",Temperature,"Yes, include the reference",Atlantic salmon (Salmo salar),2016,Experimental,Laboratory,Stress,Atlantic salmon,Salmo salar,Juvenile,Other,low,
Joe,13976358,"Improved mitochondrial function in salmon ( 
<i>Salmo salar</i>) following high temperature acclimation suggests that there are cracks in the proverbial 'ceiling'","Gerber, L., Clow, K. A., Mark, F. C.  et al.",Temperature,"Yes, include the reference",Atlantic salmon (Salmo salar),2020,Experimental,Laboratory,Metabolic,Atlantic salmon,Salmo salar,Adult,Other,medium,
Joe,13976356,Importance of body size for acclimation of underyearling Atlantic salmon parr (Salmo salar L.) to seawater,"Bjerknes, V., Duston, J., Knox, D.  et al.",Salinity,"Yes, include the reference",Atlantic salmon (Salmo salar),1992,Experimental,Laboratory,Stress,Atlantic salmon,Salmo salar,Juvenile,Other,medium,
Joe,13976355,Implications of Future Northwest Atlantic Bottom Temperatures on the American Lobster (Homarus americanus) Fishery,"Rheuban, Jennie E., Kavanaugh, Maria T., Doney, Scott C. ",Temperature,"Yes, include the reference",American lobster (Homarus americanus),2017,Model,Wild,Habitat,American lobster,Homarus americanus,Adult,Northeast US,high,
Joe,13976350,The impact of temperature on the metabolome and endocrine metabolic signals in Atlantic salmon (Salmo salar),"Kullgren, Andreas, Jutfelt, Fredrik, Fontanillas, Ramon  et al.",Temperature,"Yes, include the reference",Atlantic salmon (Salmo salar),2013,Experimental,Laboratory,Growth,Atlantic salmon,Salmo salar,Adult,Other,medium,
Joe,13976347,"Impact of stress phenotype, elevated temperature, and bacterin exposure on male Atlantic salmon (Salmo salar) growth, stress, and immune biomarker gene expression","Ignatz, E. H., Rise, M. L., Gamperl, A. K. ",Temperature,"Yes, include the reference",Atlantic salmon (Salmo salar),2023,Experimental,Laboratory,Stress,Atlantic salmon,Salmo salar,Juvenile,Other,low,
Joe,13976346,Impact of ocean warming on sustainable fisheries management informs the Ecosystem Approach to Fisheries,"Serpetti, N., Baudron, A. R., Burrows, M. T.  et al.",Temperature,"Yes, include the reference",Atlantic cod (Gadus morhua),2017,Model,Wild,Habitat,Atlantic cod,Gadus morhua,Adult,Northeast US,medium,multispecies model
Joe,13976345,The impact of ocean warming on juvenile American lobster recruitment off southeastern Massachusetts,"Casey, Flynn, Churchill, James H., Cowles, Geoffrey W.  et al.",Temperature,"Yes, include the reference",American lobster (Homarus americanus),2022,Model,Wild,Survival,American lobster,Homarus americanus,Juvenile,Northeast US,high,
Joe,13976344,Impact of ocean acidification and warming on mitochondrial enzymes and membrane lipids in two Gadoid species,"Leo, E., Graeve, M., Storch, D.  et al.",Temperature,"Yes, include the reference",Atlantic cod (Gadus morhua),2020,Experimental,Laboratory,Metabolic,Atlantic cod,Gadus morhua,Adult,Other,low,
Joe,13976341,"Impact of environmental temperature on Atlantic cod Gadus morhua energy allocation to growth, condition and reproduction","Morgan, M. J., Rideout, R. M., Colbourne, E. B. ",Temperature,"Yes, include the reference",Atlantic cod (Gadus morhua),2010,Experimental,Laboratory,Survival,Atlantic cod,Gadus morhua,Adult,Canada,medium,
Joe,13976339,IMMUNOLOGICAL ASSESSMENT OF HYBRID STRIPED BASS AT 3 CULTURE TEMPERATURES,"Carlson, R. E., Baker, E. P., Fuller, R. E. ",Temperature,"Yes, include the reference",Striped bass (Morone saxatilis),1995,Experimental,Laboratory,Disease,Striped Bass,Morone saxatilis,Adult,Other,low,hybrid
Joe,13976337,Identification of lifecycle bottlenecks to assess the vulnerability of fish species to climate change,"Dahlke, Flemming ",Temperature,"Yes, include the reference",Atlantic cod (Gadus morhua),2019,Review,Wild,Survival,Atlantic cod,Gadus morhua,Egg,Other,high,
Joe,13976334,"Hypoxic avoidance behaviour in cod ( 
<i>Gadus morhua</i> L.):: The effect of temperature and haemoglobin genotype","Skjæraasen, J. E., Nilsen, T., Meager, J. J.  et al.",Temperature,"Yes, include the reference",Atlantic cod (Gadus morhua),2008,Experimental,Laboratory,Metabolic,Atlantic cod,Gadus morhua,Juvenile,Other,medium,
Joe,13976330,"Hydrometeorological Trends in the Miramichi River, Canada: Implications for Atlantic Salmon Growth","Swansburg, Erin, El-Jabi, Nassir, Caissie, Daniel  et al.",Temperature,"Yes, include the reference",Atlantic salmon (Salmo salar),2004,Observational,Wild,Habitat,Atlantic salmon,Salmo salar,Adult,Canada,medium,
Joe,13976329,Hsp70 is not a sensitive indicator of thermal limitation in Gadus morhua,"Zakhartsev, M., De Wachter, B., Johansen, T.  et al.",Temperature,"Yes, include the reference",Atlantic cod (Gadus morhua),2005,Experimental,Laboratory,Stress,Atlantic cod,Gadus morhua,Adult,Europe,low,
Joe,13976328,How Does Temperature Affect Primary Barrier Functions in Atlantic Salmon ( Salmo Salar L.) Post?Smolts?,"Tang, Patrik, Nilsen, Tom Ole, Gharbi, Naouel  et al.","Temperature, Salinity","Yes, include the reference",Atlantic salmon (Salmo salar),2019,Experimental,Laboratory,Metabolic,Atlantic salmon,Salmo salar,Adult,Other,low,
Joe,13976321,"High temperature events shape the broadscale distribution of juvenile Atlantic salmon ( 
<i>Salmo salar</i>)","Corey, Emily, Linnansaari, Tommi, Cunjak, Richard A. ",Temperature,"Yes, include the reference",Atlantic salmon (Salmo salar),2023,Observational,Wild,Habitat,Atlantic salmon,Salmo salar,Adult,Canada,high,
Joe,13976320,"High summer temperatures are associated with poorer performance of underyearling Atlantic salmon ( 
<i>Salmo salar</i>) in upland streams","Bernthal, F. R., Seaman, B. W., Rush, E.  et al.",Temperature,"Yes, include the reference",Atlantic salmon (Salmo salar),2023,Experimental,Wild,Survival,Atlantic salmon,Salmo salar,Larval,Europe,medium,
Joe,13976315,"Heat-shock responsive genes identified and validated in Atlantic cod ( 
<i>Gadus morhua</i>) liver, head kidney and skeletal muscle using genomic techniques","Hori, T. S., Gamperl, A. K., Afonso, L. O. B.  et al.",Temperature,"Yes, include the reference",Atlantic cod (Gadus morhua),2010,Experimental,Wild,Stress,Atlantic cod,Gadus morhua,Adult,Other,medium,
Joe,13976311,"Health status evaluation of striped bass ( 
<i>Morone saxatilis</i>) exposed to low temperature in sea cage culture during the grow-out","Del Rio-Zaragoza, O. B., Araújo, B. C., Viana, M. T. ",Temperature,"Yes, include the reference",Striped bass (Morone saxatilis),2021,Experimental,Aquaculture,Metabolic,Striped Bass,Morone saxatilis,Juvenile,Other,medium,
Joe,13976309,The haemoglobins of polar fish: evolutionary and physiological significance of multiplicity in Arctic fish,"Verde, C., Giordano, D., di Prisco, G.  et al.","Temperature, Salinity","Yes, include the reference",Atlantic cod (Gadus morhua),2012,Review,Wild,Metabolic,NA,NA,Adult,Other,low,
Joe,13976305,Habitat Suitability Modeling to Evaluate Conservation and Enhancement Efforts for Gulf?Strain Striped Bass in Mississippi Coastal Rivers,"Dieterich, Jay W., Fulford, Richard S. ",Temperature,"Yes, include the reference",Striped bass (Morone saxatilis),2012,Model,Wild,Growth,Striped Bass,Morone saxatilis,Adult,Southeast US,medium,
Joe,13976303,"Growth, temperature, and density relationships of North Sea cod ( 
<i>Gadus morhua</i>)","Rindorf, A., Jensen, H., Schrum, C. ",Temperature,"Yes, include the reference",Atlantic cod (Gadus morhua),2008,Observational,Wild,Growth,Atlantic cod,Gadus morhua,Adult,Europe,low,
Joe,13976302,"Growth, survival and feed efficiency for post-metamorphosed Atlantic cod ( 
<i>Gadus morhua</i>) reared at different temperatures","Kling, L. J., Hansen, J. M., Jordaan, A. ",Temperature,"Yes, include the reference",Atlantic cod (Gadus morhua),2007,Experimental,Laboratory,Survival,Atlantic cod,Gadus morhua,Adult,Other,high,
Joe,13976300,Growth studies with fish—overcoming the problems of size variation,"Jobling, M. ",Temperature,"Yes, include the reference",Atlantic cod (Gadus morhua),1983,Model,Wild,Growth,Atlantic cod,Gadus morhua,Adult,Other,high,
Joe,13976299,"Growth rates of large, sexually mature cod Gadus morhua, in relation to condition and temperature during an annual cycle","Pedersen, Torstein, Jobling, Malcolm ",Temperature,"Yes, include the reference",Atlantic cod (Gadus morhua),1989,Experimental,Laboratory,Growth,Atlantic cod,Gadus morhua,Adult,Other,high,
Joe,13976297,Growth patterns of embryo and utilization of reserve protein in yolk during early ontogenesis of cod Gadus morhua L. at different temperatures during development,"Kuftina, N. D., Novikov, G. G. ",Temperature,"Yes, include the reference",Atlantic cod (Gadus morhua),1986,Experimental,Laboratory,Growth,Atlantic cod,Gadus morhua,Egg,Other,high,
Joe,13976296,(Growth patterns of cod from Bottnic Bight to North Sea.),"Berner, M., Sager, G. ",Salinity,"Yes, include the reference",Atlantic cod (Gadus morhua),1986,Experimental,Laboratory,Growth,Atlantic cod,Gadus morhua,Adult,Other,high,
Joe,13976291,"Growth Differences Among Families Of The Lobster, Homarus americanus1","Hedgecock, Dennis, Nelson, Keith, Shleser, Robert A. ",Temperature,"Yes, include the reference",American lobster (Homarus americanus),1976,Experimental,Laboratory,Growth,American lobster,Homarus americanus,Adult,Other,high,
Joe,13976289,GROWTH AND SALINITY TOLERANCE IN HYBRIDS WITHIN SALMO-SP AND SALVELINUS-SP,"Sutterlin, A. M., Macfarlane, L. R., Harmon, P. ",Temperature,"Yes, include the reference",Atlantic salmon (Salmo salar),1977,Experimental,Laboratory,Survival,Atlantic salmon,Salmo salar,Juvenile,Other,low,hybrid
Joe,13976287,Growth and development of red drum eggs and larvae,"Holt, G. J., Chamberlain, G. W., Miget, R. J.  et al.",Temperature,"Yes, include the reference",Red drum (Sciaenops ocellatus),1990,Experimental,Laboratory,Survival,Red drum,Sciaenops ocellatus,Larval,Other,high,
Joe,13976286,Gill Ion Transporter Transcript and Protein Abundance during Developmental Increases in Salinity Tolerance of Atlantic salmon Smolts,"Christensen, Arne, Regish, Amy, McCormick, Stephen ",Salinity,"Yes, include the reference",Atlantic salmon (Salmo salar),2015,Experimental,Laboratory,Survival,Atlantic salmon,Salmo salar,Juvenile,Other,high,
Joe,13976284,GH-IGF system regulation of attenuated muscle growth and lipolysis in Atlantic salmon reared at elevated sea temperatures,"Hevroy, E. M., Hunskår, C., de Gelder, S.  et al.",Temperature,"Yes, include the reference",Atlantic salmon (Salmo salar),2013,Experimental,Laboratory,Growth,Atlantic salmon,Salmo salar,Adult,Other,high,
Joe,13976281,Genomic arrangement of salinity tolerance QTLs in salmonids: A comparative analysis of Atlantic salmon (Salmo salar) with Arctic charr (Salvelinus alpinus) and rainbow trout (Oncorhynchus mykiss),"Norman, Joseph D., Robinson, Mike, Glebe, Brian  et al.",Salinity,"Yes, include the reference",Atlantic salmon (Salmo salar),2012,Experimental,Laboratory,Survival,Atlantic salmon,Salmo salar,Adult,Other,high,
Joe,13976280,The genomic architecture of high temperature tolerance in a year class of Atlantic Salmon,"Gonen, S., Benfey, T. J., Garber, A. F. ",Temperature,"Yes, include the reference",Atlantic salmon (Salmo salar),2024,Observational,Wild,Survival,Atlantic salmon,Salmo salar,Adult,Other,high,
Joe,13976278,Genetic variation for upper thermal tolerance diminishes within and between populations with increasing acclimation temperature in Atlantic salmon,"Debes, P. V., Solberg, M. F., Matre, I. H.  et al.",Temperature,"Yes, include the reference",Atlantic salmon (Salmo salar),2021,Experimental,Wild,Survival,Atlantic salmon,Salmo salar,Adult,Other,high,
Joe,13976277,Genetic origin and salinity history influence the reproductive success of Atlantic herring,"Berg, F., Slotte, A., Andersson, L.  et al.",Salinity,"Yes, include the reference",Atlantic herring (Clupea harengus),2019,Experimental,Laboratory,Reproduction,Atlantic herring,Clupea harengus,Adult,Europe,medium,
Joe,13976275,"Genetic factors have a major effect on growth, number of vertebrae and otolith shape in Atlantic herring ( 
<i>Clupea</i> 
<i>harengus</i>)","Berg, F., Almeland, O. W., Skadal, J.  et al.",Salinity,"Yes, include the reference",Atlantic herring (Clupea harengus),2018,Experimental,Laboratory,Growth,Atlantic herring,Clupea harengus,Adult,Other,medium,atlantic/baltic hypbrids
Joe,13976271,"Functional models for growth and food consumption of Atlantic salmon parr, Salmo salar, from a Norwegian river","Forseth, T., Hurley, M. A., Jensen, A. J.  et al.",Temperature,"Yes, include the reference",Atlantic salmon (Salmo salar),2001,Model,Wild,Growth,Atlantic salmon,Salmo salar,Adult,Europe,medium,
Joe,13976270,"A functional model for maximum growth of Atlantic Salmon parr, Salmo salar, from two populations in northwest England","Elliott, J. M., Hurley, M. A. ",Temperature,"Yes, include the reference",Atlantic salmon (Salmo salar),1997,Model,Wild,Growth,Atlantic salmon,Salmo salar,Adult,Europe,medium,
Joe,13976267,Forecasting fish stock dynamics under climate change: Baltic herring (Clupea harengus) as a case study,"Bartolino, Valerio, Margonski, Piotr, Lindegren, Martin  et al.",Temperature,"Yes, include the reference",Atlantic herring (Clupea harengus),2014,Model,Wild,Habitat,Atlantic herring,Clupea harengus,Adult,Europe,medium,baltic stock
Joe,13976266,The food-unlimited growth rate of Atlantic cod (Gadus morhua),"Bjornsson, B., Steinarsson, A. ",Temperature,"Yes, include the reference",Atlantic cod (Gadus morhua),2002,Experimental,Laboratory,Growth,Atlantic cod,Gadus morhua,Adult,Other,high,
Joe,13976256,"The first spontaneous spawning of red drum 
<i>Sciaenops ocellatus</i> L. in Europe: broodstock management and early larval stages","Lastilla, M., Deflorio, M., Cepollaro, F.  et al.","Temperature, Salinity","Yes, include the reference",Red drum (Sciaenops ocellatus),2015,Experimental,Aquaculture,Reproduction,Red drum,Sciaenops ocellatus,Adult,Europe,medium,
Joe,13976254,First measurements of field metabolic rate in wild juvenile fishes show strong thermal sensitivity but variations between sympatric ecotypes,"Chung, Ming-Tsung, Jørgensen, Kris-Emil Mose, Trueman, Clive N.  et al.",Temperature,"Yes, include the reference",Atlantic cod (Gadus morhua),2020,Experimental,Laboratory,Metabolic,Atlantic cod,Gadus morhua,Adult,Other,low,
Joe,13976250,Female Baltic herring Clupea harengus allocate resources from growth to reproduction in poor feeding conditions,"Rajasilta, M., Eklund, J., Hanninen, J.  et al.",Salinity,"Yes, include the reference",Atlantic herring (Clupea harengus),2015,Experimental,Laboratory,Reproduction,Atlantic herring,Clupea harengus,Adult,Europe,medium,
Joe,13976246,"Feed intake, growth rate and body composition of juvenile Baltic salmon exposed to different constant temperatures","Koskela, J., Pirhonen, J., Jobling, M. ",Temperature,"Yes, include the reference",Atlantic salmon (Salmo salar),1997,Experimental,Laboratory,Growth,Atlantic salmon,Salmo salar,Adult,Europe,low,subspecies
Joe,13976245,"Fathers modify thermal reaction norms for hatching success in Atlantic cod, 
<i>Gadus morhua</i>","Dahlke, F. T., Politis, S. N., Butts, I. A. E.  et al.",Temperature,"Yes, include the reference",Atlantic cod (Gadus morhua),2016,Experimental,Laboratory,Survival,Atlantic cod,Gadus morhua,Adult,Northeast US,high,
Joe,13976243,"Factors Influencing the Size of American Lobster (Homarus americanus) Stocks Along the Atlantic Coast of Nova Scotia, Gulf of St. Lawrence, and Gulf of Maine: A New Synthesis","Harding, Gareth C., Drinkwater, Ken F., Vass, W. Peter ",Temperature,"Yes, include the reference",American lobster (Homarus americanus),1983,Model,Wild,Habitat,American lobster,Homarus americanus,Larval,Northeast US,high,
Joe,13976239,Exploring the temperature optima and growth rates of Atlantic cod at the south-easterly limit of its range,"Bolton-Warberg, M., O'Keeffe, D., FitzGerald, R. D. ",Temperature,"Yes, include the reference",Atlantic cod (Gadus morhua),2015,Experimental,Laboratory,Growth,Atlantic cod,Gadus morhua,Adult,Europe,medium,
Joe,13976234,An experiment on incubation of eggs and rearing of fry of Salmonidae in brackish water,"Pavlov, D. A. ",Salinity,"Yes, include the reference",Atlantic salmon (Salmo salar),1978,Experimental,Laboratory,Survival,Atlantic salmon,Salmo salar,Egg,Other,high,
Joe,13976233,EXERCISE METABOLISM IN 2 SPECIES OF COD IN ARCTIC WATERS,"Bushnell, P. G., Jones, D. R., Steffensen, J. F.  et al.",Temperature,"Yes, include the reference",Atlantic cod (Gadus morhua),1994,Experimental,Laboratory,Metabolic,Atlantic cod,Gadus morhua,Adult,Other,low,
Joe,13976226,Evidence for cumulative temperature as an initiating and terminating factor in downstream migratory behavior of Atlantic salmon (Salmo salar) smolts,"Zydlewski, Gayle Barbin, Haro, Alex, McCormick, Stephen D. ",Temperature,"Yes, include the reference",Atlantic salmon (Salmo salar),2005,Experimental,Laboratory,Behavioural,Atlantic salmon,Salmo salar,Juvenile,Other,low,
Joe,13976223,Evaluating otolith Sr/Ca as a tool for reconstructing estuarine habitat use,"Phillis, C. C., Ostrach, D. J., Ingram, B. L.  et al.",Salinity,"Yes, include the reference",Striped bass (Morone saxatilis),2011,Observational,Wild,Habitat,NA,NA,Adult,Other,low,
Joe,13976218,Erythrocyte heat shock protein responses to chronic (in vivo) and acute (in vitro) temperature challenge in diploid and triploid salmonids,"Saranyan, Pillai V., Ross, Neil W., Benfey, Tillmann J. ",Temperature,"Yes, include the reference",Atlantic salmon (Salmo salar),2017,Experimental,Laboratory,Stress,Atlantic salmon,Salmo salar,Adult,Other,low,
Joe,13976217,"Erbrütung der Eier von Dorsch(Gadus morhua), Flunder(Pleuronectes flesus) und Scholle(Pleuronectes platessa) unter kombinierten Temperatur- und Salzgehaltsbedingungen","von Westernhagen, H. ","Temperature, Salinity","Yes, include the reference",Atlantic cod (Gadus morhua),1970,Experimental,Laboratory,Survival,Atlantic cod,Gadus morhua,Egg,Europe,high,
Joe,13976215,The environmental tolerances and metabolic physiology of sablefish (Anoplopoma fimbria),"Leeuwis, Robine H. J., Nash, Gordon W., Sandrelli, Rebeccah M.  et al.",Temperature,"Yes, include the reference",Atlantic salmon (Salmo salar),2019,Experimental,Laboratory,Metabolic,Atlantic salmon,Salmo salar,Adult,Other,low,
Joe,13976214,Environmental information stored in otoliths: Insights from stable isotopes,"Radtke, R. L., Showers, W., Moksness, E.  et al.",Temperature,"Yes, include the reference",Atlantic cod (Gadus morhua),1996,Observational,Wild,Habitat,Atlantic cod,Gadus morhua,Adult,Other,low,
Joe,13976212,Environmental extremes drive population structure at the northern range limit of Atlantic salmon in North America,"Sylvester, Emma V. A., Beiko, Robert G., Bentzen, Paul  et al.",Temperature,"Yes, include the reference",Atlantic salmon (Salmo salar),2018,Observational,Wild,Habitat,Atlantic salmon,Salmo salar,Adult,Canada,medium,
Joe,13976211,Environmental determinants of larval herring (Clupea harengus) abundance and distribution in the western Baltic Sea,"Dodson, J. J., Daigle, G., Hammer, C.  et al.","Temperature, Salinity","Yes, include the reference",Atlantic herring (Clupea harengus),2018,Observational,Wild,Habitat,Atlantic herring,Clupea harengus,Larval,Europe,medium,
Joe,13976207,Enhancing thermal tolerance by eliminating the pejus range: a comparative study with three decapod crustaceans,"Jost, J. A., Podolski, S. M., Frederich, M. ",Temperature,"Yes, include the reference",American lobster (Homarus americanus),2012,Experimental,Laboratory,Stress,American lobster,Homarus americanus,Adult,Other,medium,
Joe,13976205,Endocrine and physiological changes in Atlantic salmon smolts following hatchery release,"McCormick, Stephen D., O'Dea, Michael F., Moeckel, Amy M.  et al.",Salinity,"Yes, include the reference",Atlantic salmon (Salmo salar),2003,Observational,Wild,Metabolic,Atlantic salmon,Salmo salar,Juvenile,Northeast US,medium,
Joe,13976204,The emerging role of climate in post-smolt growth of Atlantic salmon,"Friedland, Kevin D., Chaput, Gerald, MacLean, Julian C. ",Temperature,"Yes, include the reference",Atlantic salmon (Salmo salar),2005,Observational,Wild,Survival,Atlantic salmon,Salmo salar,Juvenile,Northeast US,high,
Joe,13976203,"Emergence of Baltic salmon, Salmo salar L., in relation to temperature: a laboratory study","Brännäs, E. ",Temperature,"Yes, include the reference",Atlantic salmon (Salmo salar),1988,Experimental,Aquaculture,Growth,Atlantic salmon,Salmo salar,Larval,Europe,low,
,13976196,"Effects of warming rate, acclimation temperature and ontogeny on the critical thermal maximum of temperate marine fish larvae","Moyano, M., Candebat, C., Ruhbaum, Y.  et al.",Temperature,"Yes, include the reference",Atlantic herring (Clupea harengus),,,,,,,,,,
Joe,13976194,"Effects of varying rearing temperatures on expression of different trypsin isozymes, feed conversion efficiency and growth in Atlantic salmon (Salmo salar L.)","Rungruangsak-Torrissen, K., Pringle, G. M., Moss, R.  et al.",Temperature,"Yes, include the reference",Atlantic salmon (Salmo salar),1998,Experimental,Laboratory,Metabolic,Atlantic salmon,Salmo salar,Juvenile,Other,low,
